name-of-company,name-of-job,location,salary,tech
Visa4.1,"Software Engineer, New College Grad- 2024","Austin, TX",$90K - $126K (Glassdoor est.),JavaScript
Clarity Ventures3.7,Development Operations Assistant,"Austin, TX",$46K - $65K (Glassdoor est.),JavaScript
Meta3.9,Supply Chain Architect,"Austin, TX",$133K - $180K (Glassdoor est.),JavaScript
Texas Department of Insurance4.0,Programmer(00036512),"Austin, TX",$7K (Employer est.),JavaScript
Publicis Sapient3.7,Adobe Experience Manager - Architect,"Austin, TX",$149K - $180K (Employer est.),JavaScript
Legislative Budget Board4.5,Data Analyst - Data Analysis & Reporting,"Austin, TX",$50K (Employer est.),JavaScript
Q1 Technologies3.4,React JS Developer,"Austin, TX",$110K - $130K (Employer est.),JavaScript
"Signature Science, LLC3.6",Full Stack Software Developer,"Austin, TX",$75K - $117K (Glassdoor est.),JavaScript
Stratitude,Front End Architect (Candidates must work on ourW2),"Austin, TX",$65.00 - $75.00 Per Hour (Employer est.),JavaScript
BigCommerce4.2,Tier 2 Technical Support Representative,"Austin, TX",$40K - $49K (Employer est.),JavaScript
Swift Technologies Inc4.1,Node.js Developer,"Austin, TX",$63K - $113K (Glassdoor est.),JavaScript
GivePulse3.2,React.js Front End Engineer,"Austin, TX",$67K - $105K (Glassdoor est.),JavaScript
Cloud Mentor,Testing Lead- Legal Industry,"Austin, TX",$55K - $80K (Employer est.),JavaScript
Texas Department of Transportation3.7,"GIS Analyst I, or II - TPP - Austin, TX","Austin, TX",$18.00 Per Hour (Employer est.),JavaScript
Amazon.com Services LLC3.7,"Publisher Technologies Front End Engineer, Amazon","Austin, TX",$93K - $146K (Glassdoor est.),JavaScript
Sbase Technologies,Sr. React Architect (H1B Transfers or W2 candidates),"Austin, TX",$70.00 - $75.00 Per Hour (Employer est.),JavaScript
The Judge Group3.6,IT Managing Director of Conversational Platform,"Austin, TX",$88K - $135K (Glassdoor est.),JavaScript
Dutech4.5,Java Architect,"Austin, TX",$70.00 - $75.00 Per Hour (Employer est.),JavaScript
TeamViewer2.8,Software Engineer - Remote (National - USA),"Austin, TX",$83K - $141K (Glassdoor est.),JavaScript
,,,,JavaScript
Voyager Tech Group LLC,Lead Penetration Tester,"Arlington, VA",$165K (Employer est.),JavaScript
Millennial Software5.0,ArcGIS Administrator TS/SCI + Polygraph $120K - $190k + 15% 401k,"Chantilly, VA",$120K - $190K (Employer est.),JavaScript
Millennial Software5.0,Cyber Security Developer TS/SCI with Poly $130K - $210k + 15% 401k,"Herndon, VA",$100K - $210K (Employer est.),JavaScript
Millennial Software5.0,Mid-Senior Java Developer TS/SCI + Polygraph - 170 - 220k + 15% 401k,"McLean, VA",$170K - $220K (Employer est.),JavaScript
Que Technology Group4.7,Web Developer - Level 0 (Dept 01),"Fort Meade, MD",$52K - $83K (Glassdoor est.),JavaScript
Millennial Software5.0,Java Developer TS/SCI + Polygraph $130K - $220k + 15% 401k,"Chantilly, VA",$120K - $220K (Employer est.),JavaScript
Prime Source Technologies,ServiceNow Portal UI Developer (Active Secret Clearance Required),"Arlington, VA",$100K (Employer est.),JavaScript
"Trinity Global Consulting, LLC5.0",Process Improvement Engineer,"Springfield, VA",$130K - $150K (Employer est.),JavaScript
DCI Solutions3.6,Software Production Engineer (PM),United States,$170K - $210K (Employer est.),JavaScript
DCI Solutions3.6,FSR Engineer,"Chantilly, VA",$130K - $170K (Employer est.),JavaScript
"Rite-Solutions, Inc.4.7",Database Admin/Developer (Senior),"Washington, DC",$140K - $155K (Employer est.),JavaScript
ARES Security Corp,Security Software Engineer,"Vienna, VA",$100K - $130K (Employer est.),JavaScript
Millennial Software5.0,Full Stack Developer TS/SCI + Polygraph $120K - $210k + 15% 401k,"McLean, VA",$100K - $210K (Employer est.),JavaScript
Millennial Software5.0,Front End Developer TS/SCI + Polygraph $120K - $200k + 15% 401k,"McLean, VA",$100K - $200K (Employer est.),JavaScript
Ballistic Digital,Web Developer (TS/SCI Full Scope),"Reston, VA",$115K - $145K (Employer est.),JavaScript
Millennial Software5.0,Web Applications Developer TS/SCI with Poly $130K - $210k + 15% 401k,"Herndon, VA",$100K - $210K (Employer est.),JavaScript
Eighty20 Collective,Sr. Python Developer - TS Clearance Required,"Sterling, VA",$160K (Employer est.),JavaScript
OneGlobe LLC4.5,Senior Data Engineer,"Reston, VA",$109K - $146K (Glassdoor est.),JavaScript
"Freedom Information Systems, Inc.",Senior Software Analyst,"Washington, DC",,JavaScript
CAST.ERA,Software Developer,"Arlington, VA",$125K - $140K (Employer est.),JavaScript
"Trinity Global Consulting, LLC5.0",SharePoint Developer,"Washington, DC",$120K (Employer est.),JavaScript
OpsSmart Global Inc.,Software Developer-TS/SCI,"Washington, DC",$135K - $150K (Employer est.),JavaScript
Focused Support LLC,Mid-Level Software Engineer,United States,$170K - $210K (Employer est.),JavaScript
DCI Solutions3.6,Software Engineer,"Washington, DC",$160K - $200K (Employer est.),JavaScript
ReindeerTek,Cleared Front End Developer,"Reston, VA",$230K (Employer est.),JavaScript
Johns Hopkins Applied Physics Laboratory (APL)4.2,Software Engineer,"Laurel, MD",,JavaScript
Interactive Strategies4.1,Drupal Developer (Open to Remote),"Washington, DC",$66K - $99K (Glassdoor est.),JavaScript
Interactive Strategies4.1,Full-Stack WordPress Developer (Open to Remote),United States,,JavaScript
Deloitte4.0,Salesforce Senior Developer,"Arlington, VA",$109K - $141K (Glassdoor est.),JavaScript
IntraFi Network4.9,Technical Architect,"Arlington, VA",$136K - $180K (Employer est.),JavaScript
,,,,JavaScript
TD Witz Associates,MBS Quant Analyst/developer,"New York, NY",$200K - $300K (Employer est.),JavaScript
Nippon Life Benefits,Development Operations Engineer,"New York, NY",$95K - $126K (Employer est.),JavaScript
Lockard & Wechsler Direct,Full Stack Developer,"Irvington, NY",$110K - $130K (Employer est.),JavaScript
EisnerAmper LLP3.8,Senior Manager - Enterprise Technology & Information,"Iselin, NJ",$132K (Employer est.),JavaScript
Rethink3.5,Full Stack Developer,"New York, NY",$50.00 - $60.00 Per Hour (Employer est.),JavaScript
MoleQ Inc.,Bilingual (English and Chinese) Full Stack Software Developer,"Maspeth, NY",$70K - $90K (Employer est.),JavaScript
MoleQ Inc.,Front End Developer,"Maspeth, NY",$44K - $60K (Employer est.),JavaScript
New York Botanical Garden3.6,Landscape Visualization Artist & Designer,"Bronx, NY",$68K - $75K (Employer est.),JavaScript
Bessemer Trust Company4.1,Digital Engineer (Hybrid),"Woodbridge, NJ",,JavaScript
Valhalla Medics3.9,Digital Media Marketing Assistant (Data and Analytics),United States,$25.00 - $30.00 Per Hour (Employer est.),JavaScript
Choice Home Warranty4.3,PHP Developer - ONSITE in NJ,"Edison, NJ",,JavaScript
U.S. Retirement & Benefits Partners4.2,Senior MS Dynamics365 CE Developer,"Iselin, NJ",$115K - $130K (Employer est.),JavaScript
Anagh Technologies,Senior/Lead Angular Engineer (HYBRID IN NJ/NY/VA/TX),"Jersey City, NJ",$120K - $160K (Employer est.),JavaScript
Visual Lease3.7,Engineering Manager,"Woodbridge, NJ",$145K - $165K (Employer est.),JavaScript
Consumer Priority Services4.2,Full Stack Developer (Onsite-NOT REMOTE),"Brooklyn, NY",$24.00 - $28.00 Per Hour (Employer est.),JavaScript
Tradeweb Markets LLC3.9,Data Engineer,"Jersey City, NJ",$100K - $250K (Employer est.),JavaScript
HSN3.3,Software Developer in Test (Mobile) - Sune,"New York, NY",$105K - $120K (Employer est.),JavaScript
S&P Global4.1,Sr. Application Developer,United States,$100K - $155K (Employer est.),JavaScript
Nexus Jobs,Director of Engineering,United States,$200K - $250K (Employer est.),JavaScript
New York Botanical Garden3.6,Geospatial Developer and Systems Administrator,"Bronx, NY",$128K - $150K (Employer est.),JavaScript
Sunfish Technologies,Lead Frontend Engineer,"New York, NY",$80K - $135K (Employer est.),JavaScript
Verizon3.8,Principal Experience Designer,United States,$119K - $241K (Employer est.),JavaScript
Workforce1,STEAM Teacher/Assistant Teacher,"New York, NY",$20.00 - $40.00 Per Hour (Employer est.),JavaScript
CRYOPAK INC3.1,Writer -Ecommerce Listing,"Edison, NJ",$72K - $127K (Glassdoor est.),JavaScript
CentralReach4.3,NetSuite Administrator,"Holmdel, NJ",$66K - $98K (Glassdoor est.),JavaScript
Cenzen Media,Junior Software Developer (JavaScript and SQL Specialist),"New York, NY",$15.00 - $35.00 Per Hour (Employer est.),JavaScript
Northwestern Mutual3.9,"Senior Director, Design and Engineering, Innovation",United States,$165K (Employer est.),JavaScript
J.S. Held3.9,D365 F&O Techno Functional Architect (Remote US),"Jericho, NY",$130K - $150K (Employer est.),JavaScript
S&P Global4.1,Cartographer,United States,$70K - $77K (Employer est.),JavaScript
Publicis Sapient3.7,AEM Architect,"New York, NY",$149K - $180K (Employer est.),JavaScript
,,,,JavaScript
TWR International4.3,Web Coordinator Missionary,"Cary, NC",$40K - $50K (Employer est.),JavaScript
Open Intelligence,Senior ColdFusion Developer,"Raleigh, NC",$95K - $110K (Employer est.),JavaScript
Crispin Corporation,Software Development Engineer,"Raleigh, NC",$90K (Employer est.),JavaScript
HCL Technologies3.6,Sr. Software Engineer,"Cary, NC",$125K (Employer est.),JavaScript
NTT DATA3.4,QA Engineer (Cypress/Playwright) ecialist,"Raleigh, NC",$59K - $89K (Glassdoor est.),JavaScript
NTT DATA3.4,"Java Full Stack Developer, Raleigh, N. Carolina","Raleigh, NC",$81K - $122K (Glassdoor est.),JavaScript
Extron Electronics3.4,Front End Web Developer (Hybrid),"Raleigh, NC",,JavaScript
Katalyst Healthcares & Life Sciences3.8,C# Engineer,"Cary, NC",$77K - $109K (Glassdoor est.),JavaScript
Thee Digital3.7,Web Support Specialist,"Raleigh, NC",$39K - $54K (Glassdoor est.),JavaScript
GT Independence3.3,Software Engineer,"Raleigh, NC",$82K - $123K (Glassdoor est.),JavaScript
BAE Systems4.0,Entry Level Software Engineer (Hybrid),"Durham, NC",$52K - $89K (Employer est.),JavaScript
Thee Digital3.7,WordPress Developer,"Raleigh, NC",$54K - $95K (Glassdoor est.),JavaScript
CyberCoders3.9,Software Engineer,"Raleigh, NC",$110K - $140K (Employer est.),JavaScript
Pennymac3.1,"Director, JavaScript and Typescript Software Engineering","Cary, NC",$132K - $294K (Employer est.),JavaScript
Sokal3.7,Website Coordinator,"Raleigh, NC",$33K - $48K (Glassdoor est.),JavaScript
VF Corporation3.7,"Manager, Analytics Implementation (NORA)","Raleigh, NC",$86K - $130K (Employer est.),JavaScript
Allscripts3.9,Software Engineer (Front End) - FULLY REMOTE,"Raleigh, NC",$74K - $105K (Glassdoor est.),JavaScript
TriMark Digital4.2,WordPress Theme / Web Developer,"Raleigh, NC",$54K - $91K (Glassdoor est.),JavaScript
Vadum Inc2.6,Machine Learning Engineer,"Raleigh, NC",$86K - $147K (Glassdoor est.),JavaScript
ATLANTISITGROUP3.8,C# Engineer/SDET,"Cary, NC",$69K - $100K (Employer est.),JavaScript
Open Intelligence,Senior .Net Full Stack Developer,"Raleigh, NC",$95K - $120K (Employer est.),JavaScript
North Carolina State University4.2,Research Application and Database Developer,"Raleigh, NC",$85K - $105K (Employer est.),JavaScript
Verizon3.8,PMIS FedRam Developer,"Cary, NC",$124K - $230K (Employer est.),JavaScript
"Yoh, A Day & Zimmermann Company3.3",Full Stack Engineer (graph QL) W2 Only,"Durham, NC",$81K - $133K (Glassdoor est.),JavaScript
Google4.4,"UX Engineer, Google Workspace","Raleigh, NC",,JavaScript
"Strata Clean Energy, LLC3.4",Software Developer,"Durham, NC",$79K - $114K (Glassdoor est.),JavaScript
University of North Carolina at Chapel Hill4.1,Full Stack Developer,"Chapel Hill, NC",$58K - $93K (Glassdoor est.),JavaScript
"Tekniforce, LLC",Senior C# .NET Software Developer,"Raleigh, NC",$110K - $125K (Employer est.),JavaScript
BuzzClan LLC4.4,AWS Cloud Engineer,"Research Triangle Park, NC",$80.00 - $85.00 Per Hour (Employer est.),JavaScript
LT Technology Services3.5,C# Engineer / SDET,"Cary, NC",$80K - $109K (Glassdoor est.),JavaScript
,,,,JavaScript
Millennial Software5.0,Software Developer TS/SCI with Poly $90K - $190k + 15% 401k,"Denver, CO",$90K - $190K (Employer est.),JavaScript
UnionHub,Senior Software Engineer,"Denver, CO",$100K - $130K (Employer est.),JavaScript
"Klein Buendel, Inc.",Game Developer,"Lakewood, CO",$68K - $80K (Employer est.),JavaScript
United Car Care,Web Application Developer / Programmer,"Greenwood Village, CO",$50K (Employer est.),JavaScript
Metro Assoc.,Application Developer - 5iq78od46scv,"Broomfield, CO",$88K - $125K (Employer est.),JavaScript
Comcast3.7,Solutions Engineer,"Centennial, CO",$91K - $137K (Employer est.),JavaScript
Alterra Mountain Company3.6,Marketing Cloud Manager,"Denver, CO",$63K - $95K (Employer est.),JavaScript
Deloitte4.0,Lead UX Developer - PDM Senior Consultant,"Denver, CO",$101K - $139K (Glassdoor est.),JavaScript
CiS Technologies,JavaScript/Typescript Backend Developer,"Denver, CO",$45.00 - $55.00 Per Hour (Employer est.),JavaScript
Intuites LLC4.5,JavaScript / Typescript Developer,"Denver, CO",$55.00 Per Hour (Employer est.),JavaScript
NextRow Digital4.2,Mobile Quality Assurance Tester in CO (LOCALS ONLY),"Denver, CO",$44K - $65K (Glassdoor est.),JavaScript
Booyah Advertising4.2,Organic Strategist,"Denver, CO",$50K - $83K (Glassdoor est.),JavaScript
Hash Technologies5.0,SDET,"Englewood, CO",$78K - $110K (Glassdoor est.),JavaScript
"Medpace, Inc.3.3",Junior Software Engineer,"Denver, CO",$70K - $145K (Employer est.),JavaScript
Deloitte4.0,Java Full Stack Software Engineer - PDM Consultant,"Denver, CO",$87K - $120K (Glassdoor est.),JavaScript
SciTec3.7,DevOps Engineer,"Boulder, CO",$82K - $164K (Employer est.),JavaScript
Publicis Sapient3.7,AEM Architect,"Westminster, CO",$149K - $180K (Employer est.),JavaScript
Strive Health3.8,Sr. Salesforce Developer,"Denver, CO",$107K - $134K (Employer est.),JavaScript
York Space Systems4.0,Ground Software Engineer,"Denver, CO",$70K - $120K (Employer est.),JavaScript
Delve3.5,Google Analytics Expert,"Denver, CO",$65K - $100K (Employer est.),JavaScript
DAVITA3.4,"Analyst, Corp Compliance","Denver, CO",$51K - $76K (Employer est.),JavaScript
Northrop Grumman4.0,Sr Principal Engineer Software,"Aurora, CO",$124K - $186K (Employer est.),JavaScript
T-Mobile3.7,SDET Engineer,"Denver, CO",$87K - $118K (Employer est.),JavaScript
Gravity Global3.5,UX / CRO Lead,"Denver, CO",$65K - $85K (Employer est.),JavaScript
Obsidian HR4.2,HR Data Analyst,"Denver, CO",$65K - $75K (Employer est.),JavaScript
UST4.0,Lead JavaScript Developer,"Denver, CO",$76K - $114K (Employer est.),JavaScript
10Roof,"Sr. UI Developer - JavaScript - Full Time - Denver, CO","Denver, CO",$71K - $107K (Glassdoor est.),JavaScript
BuzzClan Private Limited4.4,Mobile Quality Assurance Tester,"Denver, CO",$60.00 - $65.00 Per Hour (Employer est.),JavaScript
Intuites LLC4.5,JavaScript / Typescript Developer,"Denver, CO",$55.00 Per Hour (Employer est.),JavaScript
"Medpace, Inc.3.3",Software Engineer,"Denver, CO",$70K - $145K (Employer est.),JavaScript
,,,,JavaScript
Renaissance Tile & Bath,Website Content Specialist,"Atlanta, GA",$55K (Employer est.),JavaScript
Tech consulting,Mobile Developer,"Atlanta, GA",$25K - $35K (Employer est.),JavaScript
BNL Consulting5.0,Senior React Developer,"Atlanta, GA",$106K - $122K (Employer est.),JavaScript
The Coder School,NOW HIRING: Computer Programming Instructors for Kids!,"Atlanta, GA",$17.00 - $23.00 Per Hour (Employer est.),JavaScript
Adonis Inc.,Software Developer Lead,"Atlanta, GA",$100K - $150K (Employer est.),JavaScript
"PRIMUS Global Services, Inc3.8",Mobile UI Developer – 46604,"Atlanta, GA",$84K - $120K (Glassdoor est.),JavaScript
Togetherwork3.7,Customer Support Representative (Remote- US Based),"Atlanta, GA",$50K - $60K (Employer est.),JavaScript
Neptune Technology Group4.0,Microsoft Dynamics CRM Lead Software Engineer Hybrid,"Duluth, GA",,JavaScript
3T Consulting Group5.0,Junior Developer,"Decatur, GA",$56K - $99K (Glassdoor est.),JavaScript
Publicis Sapient3.7,Senior Analyst - Adobe Analytics Implementation,"Atlanta, GA",$82K - $123K (Employer est.),JavaScript
Delta Airlines4.3,Digital Production Designer,"Atlanta, GA",$51K - $72K (Glassdoor est.),JavaScript
T.Lockman,CONTRACT JAVASCRIPT PROGRAMMER,"Atlanta, GA",,JavaScript
Wellstar Health System3.5,QA Analyst IT,"Marietta, GA",$51K - $76K (Glassdoor est.),JavaScript
Delta Airlines4.3,Digital UI Designer,"Atlanta, GA",$66K - $92K (Glassdoor est.),JavaScript
Publicis Sapient3.7,Senior Data Engineer,"Atlanta, GA",$103K - $154K (Employer est.),JavaScript
Horizon Softech Inc,Java Developer,"Atlanta, GA",$35.00 Per Hour (Employer est.),JavaScript
"Chick-fil-A, Inc.4.0",Digital Transformation and Technology Spring 2024 Co-Op,"Atlanta, GA",$104K - $145K (Glassdoor est.),JavaScript
Publicis Sapient3.7,Google Cloud Platform Data Engineering Manager,"Atlanta, GA",$115K - $150K (Employer est.),JavaScript
VenU eLearning Solutions5.0,Front End Developers,"Smyrna, GA",$59K - $101K (Glassdoor est.),JavaScript
Cognizant Technology Solutions3.8,Sr. UI Engineer (Remote),"Atlanta, GA",$72K - $122K (Glassdoor est.),JavaScript
Emergent Software4.7,Technical Product Owner / Software Development Expert,"Atlanta, GA",$104K - $125K (Employer est.),JavaScript
"Chick-fil-A, Inc.4.0",Data Project Lead,"Atlanta, GA",$73K - $107K (Glassdoor est.),JavaScript
Synchrony Systems Inc,React JS Developer,"Atlanta, GA",$120K (Employer est.),JavaScript
Nebo Agency4.0,Junior Digital Analytics Specialist,"Atlanta, GA",$71K - $100K (Glassdoor est.),JavaScript
Conlogy,PROGRAMMER ANALYST,"Atlanta, GA",$73K - $106K (Glassdoor est.),JavaScript
Blue X Technologies,Sr. Full Stack Developer,"Atlanta, GA",$60.00 - $70.00 Per Hour (Employer est.),JavaScript
AGM Tech Solutions4.6,Senior Application Developer,"Alpharetta, GA",$120.00 - $125.00 Per Hour (Employer est.),JavaScript
Warner Bros Careers3.6,"Manager, Analytics Experimentation","Atlanta, GA",$95K - $176K (Employer est.),JavaScript
Deloitte4.0,Workday Integrations Developer,"Atlanta, GA",$83K - $111K (Glassdoor est.),JavaScript
Happy Returns LLC3.0,Engineering Manager- Remote,"Atlanta, GA",$72K - $115K (Glassdoor est.),JavaScript
,,,,JavaScript
Options Clearing Corporation3.3,"Associate Principal, Cloud Engineering (Kafka)","Chicago, IL",,JavaScript
